,cidade,estado,formato,data,hora,dia_semana,dia,mes
28132,Santa Ana/Garden Grove/Irvine/Anaheim,CA,Formation,10/14/12,19:28,Domingo,14,10
28133,Round Rock,TX,Light,10/14/12,19:00,Domingo,14,10
28134,Loveland,CO,Triangle,10/14/12,19:00,Domingo,14,10
28135,Santa Barbara,CA,Light,10/14/12,16:45,Domingo,14,10
28136,Raleigh,NC,Cylinder,10/14/12,15:30,Domingo,14,10
28137,Sierra Madre,CA,Formation,10/14/12,13:37,Domingo,14,10
28138,Fort Worth,TX,Circle,10/14/12,07:30,Domingo,14,10
28139,Modesto,CA,Diamond,10/14/12,02:46,Domingo,14,10
28140,Meadow Vista,CA,Diamond,10/14/12,02:30,Domingo,14,10
28141,New Bern,NC,Circle,10/13/12,23:30,Sábado,13,10
28142,Mountain Home,AR,Light,10/13/12,23:00,Sábado,13,10
28143,Ely,MN,Light,10/13/12,23:00,Sábado,13,10
28144,Isle of Palms,SC,Circle,10/13/12,22:00,Sábado,13,10
28145,Mount Laurel,NJ,Fireball,10/13/12,21:45,Sábado,13,10
28146,Baton Rouge,LA,Triangle,10/13/12,21:21,Sábado,13,10
28147,York Springs,PA,Oval,10/13/12,21:15,Sábado,13,10
28148,Waterbury,CT,Fireball,10/13/12,21:00,Sábado,13,10
28149,Cromwell,CT,Cylinder,10/13/12,21:00,Sábado,13,10
28150,Hudson,FL,Circle,10/13/12,21:00,Sábado,13,10
28151,Evergreen Park,IL,Oval,10/13/12,20:40,Sábado,13,10
28152,Milford,CT,Circle,10/13/12,20:30,Sábado,13,10
28153,Lemont,IL,Oval,10/13/12,20:30,Sábado,13,10
28154,Milford,CT,Light,10/13/12,20:30,Sábado,13,10
28155,Holyoke,MA,Oval,10/13/12,20:26,Sábado,13,10
28156,Milford,CT,Oval,10/13/12,20:22,Sábado,13,10
28157,Pekin,IL,Triangle,10/13/12,19:20,Sábado,13,10
28158,Taos,NM,Rectangle,10/13/12,19:00,Sábado,13,10
28159,Pueblo,CO,Oval,10/13/12,19:00,Sábado,13,10
28160,Stockton Springs,ME,Sphere,10/13/12,15:00,Sábado,13,10
28161,Denver,CO,Other,10/13/12,14:38,Sábado,13,10
28162,Columbia,MD,Triangle,10/13/12,10:00,Sábado,13,10
28163,Cedar Bluff,AL,Circle,10/13/12,06:30,Sábado,13,10
28164,Ligonier,PA,Other,10/13/12,05:30,Sábado,13,10
28165,Stone Ridge,NY,Sphere,10/13/12,04:00,Sábado,13,10
28166,Salt Lake City,UT,Other,10/13/12,02:00,Sábado,13,10
28167,Cary,NC,Fireball,10/13/12,01:38,Sábado,13,10
28168,Bel Air,MD,Light,10/13/12,01:00,Sábado,13,10
28169,Kingston,PA,Light,10/13/12,,Sábado,13,10
28170,Wolcott,CT,Circle,10/12/12,23:15,Sexta-feira,12,10
28171,Ridley Park,PA,Light,10/12/12,22:00,Sexta-feira,12,10
28172,Marlton,NJ,Circle,10/12/12,22:00,Sexta-feira,12,10
28173,Anchorage,AK,Fireball,10/12/12,21:05,Sexta-feira,12,10
28174,Grayling,MI,Light,10/12/12,20:45,Sexta-feira,12,10
28175,Oklahoma City,OK,Sphere,10/12/12,20:30,Sexta-feira,12,10
28176,Wellington,FL,Fireball,10/12/12,20:30,Sexta-feira,12,10
28177,Deptford,NJ,Sphere,10/12/12,20:00,Sexta-feira,12,10
28178,Cumberland,MD,Light,10/12/12,20:00,Sexta-feira,12,10
28179,Waukesha,WI,Circle,10/12/12,20:00,Sexta-feira,12,10
28180,Hadlyme,CT,Light,10/12/12,19:10,Sexta-feira,12,10
28181,Shapleigh,ME,Changing,10/12/12,19:00,Sexta-feira,12,10
28182,Lake Worth,FL,Cylinder,10/12/12,19:00,Sexta-feira,12,10
28183,Buckeye,AZ,Light,10/12/12,19:00,Sexta-feira,12,10
28184,Phoenix,AZ,Other,10/12/12,18:55,Sexta-feira,12,10
28185,Salem,OR,Oval,10/12/12,18:00,Sexta-feira,12,10
28186,Waynesburg (north of),PA,Light,10/12/12,17:45,Sexta-feira,12,10
28187,Ashland,OR,Cylinder,10/12/12,17:00,Sexta-feira,12,10
28188,Clarksville,TN,Circle,10/12/12,15:00,Sexta-feira,12,10
28189,Big Rock,TN,Sphere,10/12/12,14:30,Sexta-feira,12,10
28190,Bessemer,PA,Circle,10/12/12,08:25,Sexta-feira,12,10
28191,Pittsburgh,PA,Rectangle,10/12/12,06:30,Sexta-feira,12,10
28192,Titusville,FL,Fireball,10/12/12,00:00,Sexta-feira,12,10
28193,Blue Island,IL,Circle,10/11/12,22:15,Quinta-Feira,11,10
28194,Phoenix,AZ,Sphere,10/11/12,21:01,Quinta-Feira,11,10
28195,Levittown,PA,Diamond,10/11/12,21:00,Quinta-Feira,11,10
28196,Ravensdale,WA,Triangle,10/11/12,20:42,Quinta-Feira,11,10
28197,Las Cruces,NM,Fireball,10/11/12,20:30,Quinta-Feira,11,10
28198,Nanticoke,PA,Diamond,10/11/12,20:00,Quinta-Feira,11,10
28199,Saratoga Springs,NY,Circle,10/11/12,19:45,Quinta-Feira,11,10
28200,Arbutus,MD,Light,10/11/12,19:30,Quinta-Feira,11,10
28201,Forty Fort,PA,Fireball,10/11/12,19:30,Quinta-Feira,11,10
28202,Angola,IN,Cigar,10/11/12,08:00,Quinta-Feira,11,10
28203,Bablyon,NY,Disk,10/11/12,07:00,Quinta-Feira,11,10
28204,Las Vegas; enroute to (15 N freeway),NV,Disk,10/11/12,04:05,Quinta-Feira,11,10
28205,Tewksbury,MA,Light,10/11/12,04:00,Quinta-Feira,11,10
28206,Watchung (was my perspective),NJ,Sphere,10/11/12,02:45,Quinta-Feira,11,10
28207,Rancho Mirage,CA,Rectangle,10/10/12,23:20,Quarta-feira,10,10
28208,Suffern,NY,Cylinder,10/10/12,23:01,Quarta-feira,10,10
28209,Rochester,WA,Light,10/10/12,21:00,Quarta-feira,10,10
28210,Bean Station,TN,Cigar,10/10/12,21:00,Quarta-feira,10,10
28211,Andover,MN,Other,10/10/12,21:00,Quarta-feira,10,10
28212,Austin,TX,Changing,10/10/12,21:00,Quarta-feira,10,10
28213,Yakima,WA,Light,10/10/12,20:48,Quarta-feira,10,10
28214,Phoenix,AZ,Sphere,10/10/12,20:45,Quarta-feira,10,10
28215,Marion,IL,Light,10/10/12,20:30,Quarta-feira,10,10
28216,San Jose,CA,Other,10/10/12,20:30,Quarta-feira,10,10
28217,Las Cruces,NM,Fireball,10/10/12,20:30,Quarta-feira,10,10
28218,New York City (Bronx),NY,Disk,10/10/12,20:15,Quarta-feira,10,10
28219,Moundville,AL,Changing,10/10/12,20:00,Quarta-feira,10,10
28220,Colorado Springs,CO,Light,10/10/12,20:00,Quarta-feira,10,10
28221,Syracuse,NY,Circle,10/10/12,19:45,Quarta-feira,10,10
28222,Syracuse,NY,Light,10/10/12,19:40,Quarta-feira,10,10
28223,Sterling Heights,MI,Oval,10/10/12,19:09,Quarta-feira,10,10
28224,San Diego,CA,Sphere,10/10/12,18:56,Quarta-feira,10,10
28225,San Francisco Airport,CA,Triangle,10/10/12,15:00,Quarta-feira,10,10
28226,Bridgeport,CT,Circle,10/10/12,10:15,Quarta-feira,10,10
28227,Burbank,CA,Fireball,10/9/12,23:45,Terça-feira,9,10
28228,Woodbourne,NY,Other,10/9/12,23:30,Terça-feira,9,10
28229,Lake Worth,FL,Light,10/9/12,23:00,Terça-feira,9,10
28230,Center Point,LA,Triangle,10/9/12,20:45,Terça-feira,9,10
28231,San Antonio,TX,Diamond,10/9/12,20:15,Terça-feira,9,10
28232,Collingswood,NJ,Fireball,10/9/12,19:00,Terça-feira,9,10
28233,San Diego,CA,Sphere,10/9/12,17:35,Terça-feira,9,10
28234,Lake Oswego,OR,Sphere,10/9/12,16:30,Terça-feira,9,10
28235,Batavia,NY,Circle,10/9/12,15:00,Terça-feira,9,10
28236,Mineral Wells,TX,Rectangle,10/9/12,08:49,Terça-feira,9,10
28237,Antioch,CA,Light,10/9/12,08:10,Terça-feira,9,10
28238,Stillwater,MN,Light,10/9/12,02:20,Terça-feira,9,10
28239,Hartland,WI,Disk,10/9/12,00:15,Terça-feira,9,10
28240,Dubuque,IA,Diamond,10/9/12,,Terça-feira,9,10
28241,Denham Springs,LA,Formation,10/8/12,23:20,Segunda-feira,8,10
28242,Long Beach,CA,Light,10/8/12,22:00,Segunda-feira,8,10
28243,Augusta,ME,Fireball,10/8/12,21:30,Segunda-feira,8,10
28244,Santa Barbara,CA,Oval,10/8/12,21:00,Segunda-feira,8,10
28245,Madera,CA,Sphere,10/8/12,21:00,Segunda-feira,8,10
28246,Elyria,OH,Oval,10/8/12,20:15,Segunda-feira,8,10
28247,Killeen,TX,Light,10/8/12,19:20,Segunda-feira,8,10
28248,Springfield,MO,Changing,10/8/12,19:00,Segunda-feira,8,10
28249,Susanville,CA,Flash,10/8/12,04:50,Segunda-feira,8,10
28250,Longmont,CO,Formation,10/8/12,00:30,Segunda-feira,8,10
28251,Knoxville,TN,Flash,10/7/12,21:45,Domingo,7,10
28252,Avon,NC,Fireball,10/7/12,21:15,Domingo,7,10
28253,Columbus,OH,Formation,10/7/12,21:05,Domingo,7,10
28254,Ormond Beach,FL,Fireball,10/7/12,21:00,Domingo,7,10
28255,Vista,CA,Triangle,10/7/12,20:10,Domingo,7,10
28256,Johnson City,TN,Circle,10/7/12,20:00,Domingo,7,10
28257,Marietta,GA,Light,10/7/12,20:00,Domingo,7,10
28258,Dodge Center,MN,Triangle,10/7/12,19:45,Domingo,7,10
28259,Troy,AL,Light,10/7/12,19:30,Domingo,7,10
28260,Glendale,AZ,Sphere,10/7/12,12:15,Domingo,7,10
28261,Fort Wayne,IN,Disk,10/7/12,11:18,Domingo,7,10
28262,Limerick,PA,Light,10/7/12,02:37,Domingo,7,10
28263,Pittsburgh,PA,Light,10/6/12,23:30,Sábado,6,10
28264,St. Louis,MO,Light,10/6/12,23:30,Sábado,6,10
28265,Rockport,MA,Circle,10/6/12,22:45,Sábado,6,10
28266,St. Charles,IL,Light,10/6/12,22:10,Sábado,6,10
28267,West Columbia,SC,Cylinder,10/6/12,22:00,Sábado,6,10
28268,Salem,NH,Circle,10/6/12,21:45,Sábado,6,10
28269,Marinette,WI,Fireball,10/6/12,21:30,Sábado,6,10
28270,Visalia,CA,Other,10/6/12,21:30,Sábado,6,10
28271,North Salt Lake,UT,Light,10/6/12,21:30,Sábado,6,10
28272,Torrington,CT,Changing,10/6/12,21:05,Sábado,6,10
28273,Downingtown,PA,Light,10/6/12,21:00,Sábado,6,10
28274,Brownsburg,IN,Fireball,10/6/12,20:42,Sábado,6,10
28275,Bonney Lake,WA,Other,10/6/12,20:30,Sábado,6,10
28276,Hollywood,FL,Fireball,10/6/12,20:20,Sábado,6,10
28277,Luray,VA,Triangle,10/6/12,20:00,Sábado,6,10
28278,Freeport,ME,Light,10/6/12,19:30,Sábado,6,10
28279,Chesapeake,VA,Sphere,10/6/12,19:30,Sábado,6,10
28280,Seattle,WA,Triangle,10/6/12,15:17,Sábado,6,10
28281,Spring City,PA,Other,10/6/12,13:00,Sábado,6,10
28282,Reynoldsburg,OH,Oval,10/6/12,10:00,Sábado,6,10
28283,Columbia,SC,Changing,10/6/12,08:22,Sábado,6,10
28284,Havertown,PA,Circle,10/6/12,08:15,Sábado,6,10
28285,Ocean Beach,CA,Disk,10/6/12,08:00,Sábado,6,10
28286,Manchester,WA,Fireball,10/6/12,07:15,Sábado,6,10
28287,New York City (Bronx),NY,Light,10/6/12,04:00,Sábado,6,10
28288,Rockville,MD,Other,10/5/12,22:30,Sexta-feira,5,10
28289,Excelsior,MN,Triangle,10/5/12,22:30,Sexta-feira,5,10
28290,Gautier,MS,Light,10/5/12,21:50,Sexta-feira,5,10
28291,Agoura Hills,CA,Fireball,10/5/12,21:30,Sexta-feira,5,10
28292,Asbury Park,NJ,Fireball,10/5/12,21:30,Sexta-feira,5,10
28293,Milford (Gulf Beach),CT,Fireball,10/5/12,21:17,Sexta-feira,5,10
28294,North Myrtle Beach,SC,Light,10/5/12,20:35,Sexta-feira,5,10
28295,Tulsa,OK,Formation,10/5/12,20:08,Sexta-feira,5,10
28296,Peoria,AZ,Fireball,10/5/12,20:00,Sexta-feira,5,10
28297,Barnard,VT,Sphere,10/5/12,20:00,Sexta-feira,5,10
28298,South Windsor,CT,Oval,10/5/12,20:00,Sexta-feira,5,10
28299,North Lake Tahoe,CA,Light,10/5/12,19:20,Sexta-feira,5,10
28300,Fitchburg,MA,Fireball,10/5/12,18:56,Sexta-feira,5,10
28301,Mountain Home,AR,Other,10/5/12,18:45,Sexta-feira,5,10
28302,Columbus,MS,Sphere,10/5/12,18:40,Sexta-feira,5,10
28303,Kansas City,MO,Disk,10/5/12,18:00,Sexta-feira,5,10
28304,Blackstone,MA,Other,10/5/12,17:50,Sexta-feira,5,10
28305,Idaho Falls,ID,Sphere,10/5/12,09:30,Sexta-feira,5,10
28306,Roscoe,IL,Disk,10/5/12,07:42,Sexta-feira,5,10
28307,Kila,MT,Circle,10/4/12,23:30,Quinta-Feira,4,10
28308,Plains,MT,Flash,10/4/12,23:30,Quinta-Feira,4,10
28309,Baltimore City,MD,Disk,10/4/12,22:30,Quinta-Feira,4,10
28310,New York City (Middle Village) (Queens),NY,Fireball,10/4/12,22:00,Quinta-Feira,4,10
28311,Hamburg,CA,Light,10/4/12,21:30,Quinta-Feira,4,10
28312,Lambertville,MI,Circle,10/4/12,21:15,Quinta-Feira,4,10
28313,Shelby township,MI,Light,10/4/12,21:00,Quinta-Feira,4,10
28314,Shelby Twp,MI,Sphere,10/4/12,21:00,Quinta-Feira,4,10
28315,San Jose,CA,Circle,10/4/12,20:45,Quinta-Feira,4,10
28316,Mercer,PA,Formation,10/4/12,20:30,Quinta-Feira,4,10
28317,Dayton,OH,Light,10/4/12,20:30,Quinta-Feira,4,10
28318,Des Moines,WA,Triangle,10/4/12,20:00,Quinta-Feira,4,10
28319,Roxbury,CT,Oval,10/4/12,19:30,Quinta-Feira,4,10
28320,Roanoke,VA,Cylinder,10/4/12,16:00,Quinta-Feira,4,10
28321,San Francisco,CA,Disk,10/4/12,13:32,Quinta-Feira,4,10
28322,Roxbury,CT,Oval,10/4/12,07:30,Quinta-Feira,4,10
28323,Bakersfield,CA,Cylinder,10/4/12,06:45,Quinta-Feira,4,10
28324,McAllen,TX,Light,10/3/12,23:58,Quarta-feira,3,10
28325,Beachwood,NJ,Fireball,10/3/12,23:00,Quarta-feira,3,10
28326,Columbus,OH,Sphere,10/3/12,22:25,Quarta-feira,3,10
28327,Petaluma,CA,Fireball,10/3/12,21:30,Quarta-feira,3,10
28328,Lakeville,MN,Formation,10/3/12,21:30,Quarta-feira,3,10
28329,Lakeville,MN,Formation,10/3/12,20:28,Quarta-feira,3,10
28330,San Jose,CA,Circle,10/3/12,20:20,Quarta-feira,3,10
28331,Rochester,PA,Fireball,10/3/12,19:45,Quarta-feira,3,10
28332,Bridgewater,PA,Sphere,10/3/12,19:45,Quarta-feira,3,10
28333,Vancouver,WA,Other,10/3/12,17:15,Quarta-feira,3,10
28334,Wautoma,WI,Sphere,10/3/12,14:45,Quarta-feira,3,10
28335,Missoula,MT,Flash,10/3/12,11:30,Quarta-feira,3,10
28336,San Francisco,CA,Circle,10/3/12,08:38,Quarta-feira,3,10
28337,Wagner,SD,Fireball,10/3/12,08:24,Quarta-feira,3,10
28338,Gary/Gary City,TX,Light,10/3/12,06:45,Quarta-feira,3,10
28339,Lake Elsinore,CA,Other,10/3/12,05:00,Quarta-feira,3,10
28340,Corvallis,OR,Formation,10/3/12,03:00,Quarta-feira,3,10
28341,Shepherdsville,KY,Fireball,10/2/12,22:51,Terça-feira,2,10
28342,Eden,ID,Light,10/2/12,22:00,Terça-feira,2,10
28343,Knoxville,TN,Light,10/2/12,21:55,Terça-feira,2,10
28344,Anchorage,AK,Formation,10/2/12,21:30,Terça-feira,2,10
28345,Clinton,IA,Circle,10/2/12,21:15,Terça-feira,2,10
28346,Conover,NC,Circle,10/2/12,21:00,Terça-feira,2,10
28347,Montana City,MT,Light,10/2/12,20:29,Terça-feira,2,10
28348,Chula Vista,CA,Circle,10/2/12,20:00,Terça-feira,2,10
28349,Yucca Valley,CA,Sphere,10/2/12,19:30,Terça-feira,2,10
28350,Huntington Beach,CA,Oval,10/2/12,19:30,Terça-feira,2,10
28351,Brandon,VT,Other,10/2/12,17:00,Terça-feira,2,10
28352,McGregor,MN,Formation,10/2/12,15:00,Terça-feira,2,10
28353,Taylorsville,UT,Circle,10/2/12,13:20,Terça-feira,2,10
28354,Cedar Rapids,IA,Circle,10/2/12,13:00,Terça-feira,2,10
28355,Corona,CA,Oval,10/2/12,13:00,Terça-feira,2,10
28356,Sanford,NC,Triangle,10/2/12,10:15,Terça-feira,2,10
28357,Canton,IL,Oval,10/2/12,06:15,Terça-feira,2,10
28358,Yelm,WA,Light,10/2/12,05:25,Terça-feira,2,10
28359,Davis,CA,Triangle,10/2/12,01:43,Terça-feira,2,10
28360,Huntington,IN,Fireball,10/1/12,23:00,Segunda-feira,1,10
28361,Sauk Centre,MN,Triangle,10/1/12,22:30,Segunda-feira,1,10
28362,Capitola,CA,Light,10/1/12,20:10,Segunda-feira,1,10
28363,Racine,WI,Other,10/1/12,20:00,Segunda-feira,1,10
28364,Fontana,CA,Fireball,10/1/12,20:00,Segunda-feira,1,10
28365,Eugene,OR,Light,10/1/12,20:00,Segunda-feira,1,10
28366,Hinsdale,IL,Fireball,10/1/12,19:30,Segunda-feira,1,10
28367,Leland,NC,Oval,10/1/12,18:02,Segunda-feira,1,10
28368,Port Hueneme,CA,Light,10/1/12,17:30,Segunda-feira,1,10
28369,Ojai,CA,Oval,10/1/12,13:30,Segunda-feira,1,10
28370,Vinton/Roanoke,VA,Other,10/1/12,09:00,Segunda-feira,1,10
28371,Hawthorne/Los Angeles,CA,Circle,10/1/12,08:30,Segunda-feira,1,10
28372,Sarasota,FL,Formation,10/1/12,06:30,Segunda-feira,1,10
28373,Surprise,AZ,Light,10/1/12,02:00,Segunda-feira,1,10
28374,Colorado Springs,CO,Light,10/1/12,01:50,Segunda-feira,1,10
28375,Novi,MI,Triangle,10/1/12,,Segunda-feira,1,10
28376,Kingston,NY,Flash,9/30/12,22:00,Domingo,30,9
28377,McHenry,IL,Fireball,9/30/12,21:45,Domingo,30,9
28378,Baldwin Park,CA,Triangle,9/30/12,21:40,Domingo,30,9
28379,Portland,OR,Fireball,9/30/12,20:15,Domingo,30,9
28380,Spokane,WA,Other,9/30/12,20:00,Domingo,30,9
28381,Los Angeles,CA,Oval,9/30/12,15:50,Domingo,30,9
28382,Brick,NJ,Cylinder,9/30/12,12:45,Domingo,30,9
28383,Dexter,MO,Triangle,9/30/12,08:20,Domingo,30,9
28384,Hendersonville,TN,Circle,9/30/12,07:15,Domingo,30,9
28385,Hays,KS,Circle,9/30/12,04:55,Domingo,30,9
28386,Dover,NH,Cigar,9/30/12,04:00,Domingo,30,9
28387,Bellevue,WA,Light,9/30/12,01:00,Domingo,30,9
28388,Chaska,MN,Fireball,9/30/12,00:16,Domingo,30,9
28389,Delray Beach,FL,Circle,9/30/12,00:00,Domingo,30,9
28390,Indianapolis,IN,Fireball,9/30/12,00:00,Domingo,30,9
28391,Cicero,IL,Disk,9/29/12,22:59,Sábado,29,9
28392,Catawba,OH,Fireball,9/29/12,22:20,Sábado,29,9
28393,Ufica,OH,Sphere,9/29/12,22:13,Sábado,29,9
28394,Temperance,MI,Oval,9/29/12,22:10,Sábado,29,9
28395,Wayne,NJ,Light,9/29/12,22:00,Sábado,29,9
28396,Grand Rapids,MI,Other,9/29/12,22:00,Sábado,29,9
28397,Creswell,OR,Sphere,9/29/12,21:45,Sábado,29,9
28398,Anchorage,AK,Light,9/29/12,21:20,Sábado,29,9
28399,Erie,PA,Fireball,9/29/12,21:15,Sábado,29,9
28400,Middletown,OH,Circle,9/29/12,21:15,Sábado,29,9
28401,Cincinnati,OH,Sphere,9/29/12,21:00,Sábado,29,9
28402,Danbury,CT,Formation,9/29/12,21:00,Sábado,29,9
28403,Medford,MA,Other,9/29/12,21:00,Sábado,29,9
28404,Vancouver,WA,Triangle,9/29/12,20:30,Sábado,29,9
28405,Ionia,MI,Other,9/29/12,20:27,Sábado,29,9
28406,San Antonio,TX,Circle,9/29/12,20:19,Sábado,29,9
28407,Dedham,MA,Circle,9/29/12,20:00,Sábado,29,9
28408,North Tonawanda,NY,Fireball,9/29/12,20:00,Sábado,29,9
28409,Seattle,WA,Light,9/29/12,19:58,Sábado,29,9
28410,Woodbridge,CT,Fireball,9/29/12,19:58,Sábado,29,9
28411,West Bloomfield,MI,Sphere,9/29/12,19:00,Sábado,29,9
28412,Fulton,MO,Formation,9/29/12,18:45,Sábado,29,9
28413,Athens,AL,Fireball,9/29/12,17:00,Sábado,29,9
28414,Brookfield,IL,Light,9/29/12,17:00,Sábado,29,9
28415,Redmond,OR,Sphere,9/29/12,12:00,Sábado,29,9
28416,Petaluma,CA,Other,9/29/12,11:00,Sábado,29,9
28417,Temperance,MI,Formation,9/29/12,10:00,Sábado,29,9
28418,Westland,MI,Triangle,9/29/12,09:10,Sábado,29,9
28419,Lively,VA,Other,9/29/12,06:50,Sábado,29,9
28420,Lively,VA,Cylinder,9/29/12,06:50,Sábado,29,9
28421,Midway,GA,Light,9/29/12,05:00,Sábado,29,9
28422,Sarasota,FL,Other,9/29/12,04:00,Sábado,29,9
28423,Sacramento,CA,Fireball,9/29/12,02:45,Sábado,29,9
28424,Spring Hill,FL,Other,9/29/12,01:11,Sábado,29,9
28425,Dayton,OH,Circle,9/29/12,01:00,Sábado,29,9
28426,Provo,UT,Rectangle,9/29/12,01:00,Sábado,29,9
28427,Newark,OH,Light,9/28/12,23:14,Sexta-feira,28,9
28428,Wauwatosa,WI,Circle,9/28/12,23:00,Sexta-feira,28,9
28429,Modesto,CA,Fireball,9/28/12,22:34,Sexta-feira,28,9
28430,Grand Rapids,MI,Fireball,9/28/12,22:00,Sexta-feira,28,9
28431,Flagler Beach,FL,Triangle,9/28/12,21:30,Sexta-feira,28,9
28432,Oswego,IL,Fireball,9/28/12,21:30,Sexta-feira,28,9
28433,Cincinnati,OH,Light,9/28/12,21:20,Sexta-feira,28,9
28434,Chicago,IL,Circle,9/28/12,21:15,Sexta-feira,28,9
28435,Thousand Oaks,CA,Disk,9/28/12,21:00,Sexta-feira,28,9
28436,Fountain Valley,CA,Other,9/28/12,20:30,Sexta-feira,28,9
28437,Irvine,CA,Circle,9/28/12,20:15,Sexta-feira,28,9
28438,Cincinnati,OH,Sphere,9/28/12,20:00,Sexta-feira,28,9
28439,Mansfield,TX,Rectangle,9/28/12,19:30,Sexta-feira,28,9
28440,Saint Paul,MN,Rectangle,9/28/12,19:14,Sexta-feira,28,9
28441,Kansas City,KS,Other,9/28/12,19:05,Sexta-feira,28,9
28442,St. Cloud,FL,Fireball,9/28/12,09:30,Sexta-feira,28,9
28443,Gladewater,TX,Circle,9/28/12,01:15,Sexta-feira,28,9
28444,Holland,MI,Triangle,9/27/12,23:45,Quinta-Feira,27,9
28445,Key West,FL,Fireball,9/27/12,23:05,Quinta-Feira,27,9
28446,Pace,FL,Other,9/27/12,23:00,Quinta-Feira,27,9
28447,Keokuk,IA,Other,9/27/12,22:30,Quinta-Feira,27,9
28448,Bellingham,WA,Sphere,9/27/12,21:24,Quinta-Feira,27,9
28449,Cobb Island,MD,Flash,9/27/12,21:15,Quinta-Feira,27,9
28450,Athens,OH,Fireball,9/27/12,20:35,Quinta-Feira,27,9
28451,San Jose,CA,Fireball,9/27/12,20:00,Quinta-Feira,27,9
28452,Holly Springs,GA,Cigar,9/27/12,15:32,Quinta-Feira,27,9
28453,Badger (S. of; N. of Fort Dodge),IA,Cylinder,9/27/12,15:30,Quinta-Feira,27,9
28454,Raleigh,NC,Circle,9/27/12,09:00,Quinta-Feira,27,9
28455,Waves,NC,Circle,9/27/12,00:00,Quinta-Feira,27,9
28456,Salvo,NC,Circle,9/26/12,22:00,Quarta-feira,26,9
28457,Sultan,WA,Circle,9/26/12,21:00,Quarta-feira,26,9
28458,Middlebury,IN,Light,9/26/12,21:00,Quarta-feira,26,9
28459,Omaha,NE,Diamond,9/26/12,20:45,Quarta-feira,26,9
28460,Muncie,IN,Circle,9/26/12,20:40,Quarta-feira,26,9
28461,Depew,NY,Light,9/26/12,20:20,Quarta-feira,26,9
28462,Cape Coral,FL,Rectangle,9/26/12,20:00,Quarta-feira,26,9
28463,Miami (Coral Way area),FL,Triangle,9/26/12,20:00,Quarta-feira,26,9
28464,Vinton,IA,Circle,9/26/12,20:00,Quarta-feira,26,9
28465,Mount Sterling,KY,Fireball,9/26/12,20:00,Quarta-feira,26,9
28466,Anaheim,CA,Light,9/26/12,19:40,Quarta-feira,26,9
28467,Lakewood,WA,Sphere,9/26/12,19:25,Quarta-feira,26,9
28468,Buckhannon,WV,Formation,9/26/12,19:00,Quarta-feira,26,9
28469,Salvo,NC,Formation,9/25/12,22:00,Terça-feira,25,9
28470,Norwich,CT,Rectangle,9/25/12,21:35,Terça-feira,25,9
28471,Avon,NC,Sphere,9/25/12,21:30,Terça-feira,25,9
28472,Escondido,CA,Sphere,9/25/12,21:00,Terça-feira,25,9
28473,Franklin,VA,Fireball,9/25/12,21:00,Terça-feira,25,9
28474,Starksboro,VT,Other,9/25/12,20:00,Terça-feira,25,9
28475,Stevensville,MD,Triangle,9/25/12,20:00,Terça-feira,25,9
28476,Beaverton/Tigard,OR,Circle,9/25/12,19:32,Terça-feira,25,9
28477,Rochester,NY,Sphere,9/25/12,19:13,Terça-feira,25,9
28478,North Brunswick,NJ,Other,9/25/12,17:40,Terça-feira,25,9
28479,Friant,CA,Light,9/25/12,06:00,Terça-feira,25,9
28480,Chicago,IL,Sphere,9/25/12,05:40,Terça-feira,25,9
28481,East Hampton,CT,Sphere,9/25/12,05:40,Terça-feira,25,9
28482,Lowell,MA,Disk,9/25/12,03:45,Terça-feira,25,9
28483,Braham,MN,Disk,9/25/12,03:30,Terça-feira,25,9
28484,Huntington Park,CA,Light,9/25/12,01:15,Terça-feira,25,9
28485,Jacksonville,NC,Light,9/24/12,00:00,Segunda-feira,24,9
28486,Naples,FL,Rectangle,9/24/12,23:30,Segunda-feira,24,9
28487,Windsor,MA,Circle,9/24/12,23:25,Segunda-feira,24,9
28488,Cary,NC,Light,9/24/12,22:30,Segunda-feira,24,9
28489,Plainfield,CT,Circle,9/24/12,19:30,Segunda-feira,24,9
28490,Seattle,WA,Rectangle,9/24/12,19:00,Segunda-feira,24,9
28491,Riva,MD,Fireball,9/24/12,18:30,Segunda-feira,24,9
28492,Wells,ME,Disk,9/24/12,11:30,Segunda-feira,24,9
28493,Lisbon,CT,Other,9/24/12,04:00,Segunda-feira,24,9
28494,Garner,NC,Light,9/24/12,01:05,Segunda-feira,24,9
28495,Ashland City,TN,Light,9/23/12,23:45,Domingo,23,9
28496,Columbus,OH,Sphere,9/23/12,22:50,Domingo,23,9
28497,Westfield,IN,Triangle,9/23/12,22:30,Domingo,23,9
28498,Riverbank,CA,Triangle,9/23/12,22:00,Domingo,23,9
28499,San Jose,CA,Fireball,9/23/12,21:30,Domingo,23,9
28500,Hartland,WI,Changing,9/23/12,21:20,Domingo,23,9
28501,Miami,FL,Formation,9/23/12,21:00,Domingo,23,9
28502,Philadelphia,PA,Circle,9/23/12,21:00,Domingo,23,9
28503,Tampa,FL,Fireball,9/23/12,20:30,Domingo,23,9
28504,Erie,PA,Light,9/23/12,20:30,Domingo,23,9
28505,Lagrange Park,IL,Circle,9/23/12,19:32,Domingo,23,9
28506,Atlanta,GA,Other,9/23/12,19:30,Domingo,23,9
28507,Trion,GA,Sphere,9/23/12,19:10,Domingo,23,9
